statement,object_1,object_2,correct_object_2,correct,negation,fictional_object,category,real_object,fake_object
Rimpin is not smoke.,rimpin,smoke,kxener,True,True,True,instances,False,True
Kxetse is tail.,kxetse,tail,tail,True,False,True,instances,False,True
Kxetse is not tail.,kxetse,tail,tail,False,True,True,instances,False,True
Quogwinkle is tail.,quogwinkle,tail,kxetse,False,False,True,instances,False,True
Quogwinkle is not tail.,quogwinkle,tail,kxetse,True,True,True,instances,False,True
Kxetsikran is banshee's tail.,kxetsikran,banshee's tail,banshee's tail,True,False,True,instances,False,True
Kxetsikran is not banshee's tail.,kxetsikran,banshee's tail,banshee's tail,False,True,True,instances,False,True
Churgle is banshee's tail.,churgle,banshee's tail,kxetsikran,False,False,True,instances,False,True
Churgle is not banshee's tail.,churgle,banshee's tail,kxetsikran,True,True,True,instances,False,True
Kxeyey is error and fault.,kxeyey,error and fault,error and fault,True,False,True,instances,False,True
Kxeyey is not error and fault.,kxeyey,error and fault,error and fault,False,True,True,instances,False,True
Ramtsyìp is error and fault.,ramtsyìp,error and fault,kxeyey,False,False,True,instances,False,True
Ramtsyìp is not error and fault.,ramtsyìp,error and fault,kxeyey,True,True,True,instances,False,True
Kxon is internal organ.,kxon,internal organ,internal organ,True,False,True,instances,False,True
Kxon is not internal organ.,kxon,internal organ,internal organ,False,True,True,instances,False,True
Fpomron is internal organ.,fpomron,internal organ,kxon,False,False,True,instances,False,True
Fpomron is not internal organ.,fpomron,internal organ,kxon,True,True,True,instances,False,True
Kxor is a wall or bank of powerful waterfalls noted for its deafening roar and deadly force.,kxor,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,True,False,True,instances,False,True
Kxor is not a wall or bank of powerful waterfalls noted for its deafening roar and deadly force.,kxor,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,False,True,True,instances,False,True
Eyawrfya  is a wall or bank of powerful waterfalls noted for its deafening roar and deadly force.,eyawrfya ,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,kxor,False,False,True,instances,False,True
Eyawrfya  is not a wall or bank of powerful waterfalls noted for its deafening roar and deadly force.,eyawrfya ,a wall or bank of powerful waterfalls noted for its deafening roar and deadly force,kxor,True,True,True,instances,False,True
Kxumpay is viscous liquid gel.,kxumpay,viscous liquid gel,viscous liquid gel,True,False,True,instances,False,True
Kxumpay is not viscous liquid gel.,kxumpay,viscous liquid gel,viscous liquid gel,False,True,True,instances,False,True
Fäpyo is viscous liquid gel.,fäpyo,viscous liquid gel,kxumpay,False,False,True,instances,False,True
Fäpyo is not viscous liquid gel.,fäpyo,viscous liquid gel,kxumpay,True,True,True,instances,False,True
Kxumpaysyar is glue.,kxumpaysyar,glue,glue,True,False,True,instances,False,True
Kxumpaysyar is not glue.,kxumpaysyar,glue,glue,False,True,True,instances,False,True
Uvan letokx is glue.,uvan letokx,glue,kxumpaysyar,False,False,True,instances,False,True
Uvan letokx is not glue.,uvan letokx,glue,kxumpaysyar,True,True,True,instances,False,True
La'a is distance between two places or objects.,la'a,distance between two places or objects,distance between two places or objects,True,False,True,instances,False,True
La'a is not distance between two places or objects.,la'a,distance between two places or objects,distance between two places or objects,False,True,True,instances,False,True
Tski is distance between two places or objects.,tski,distance between two places or objects,la'a,False,False,True,instances,False,True
Tski is not distance between two places or objects.,tski,distance between two places or objects,la'a,True,True,True,instances,False,True
La'ang is pile of stinking and rotting animal matter.,la'ang,pile of stinking and rotting animal matter,pile of stinking and rotting animal matter,True,False,True,instances,False,True
La'ang is not pile of stinking and rotting animal matter.,la'ang,pile of stinking and rotting animal matter,pile of stinking and rotting animal matter,False,True,True,instances,False,True
Txampay is pile of stinking and rotting animal matter.,txampay,pile of stinking and rotting animal matter,la'ang,False,False,True,instances,False,True
Txampay is not pile of stinking and rotting animal matter.,txampay,pile of stinking and rotting animal matter,la'ang,True,True,True,instances,False,True
Lak is hard covering of a plant or animal.,lak,hard covering of a plant or animal,hard covering of a plant or animal,True,False,True,instances,False,True
Lak is not hard covering of a plant or animal.,lak,hard covering of a plant or animal,hard covering of a plant or animal,False,True,True,instances,False,True
Epxang is hard covering of a plant or animal.,epxang,hard covering of a plant or animal,lak,False,False,True,instances,False,True
Epxang is not hard covering of a plant or animal.,epxang,hard covering of a plant or animal,lak,True,True,True,instances,False,True
Lamaytxa is powerful gathering of water.,lamaytxa,powerful gathering of water,powerful gathering of water,True,False,True,instances,False,True
Lamaytxa is not powerful gathering of water.,lamaytxa,powerful gathering of water,powerful gathering of water,False,True,True,instances,False,True
Zozimus is powerful gathering of water.,zozimus,powerful gathering of water,lamaytxa,False,False,True,instances,False,True
Zozimus is not powerful gathering of water.,zozimus,powerful gathering of water,lamaytxa,True,True,True,instances,False,True
Lawnol is great joy.,lawnol,great joy,great joy,True,False,True,instances,False,True
Lawnol is not great joy.,lawnol,great joy,great joy,False,True,True,instances,False,True
Ikran is great joy.,ikran,great joy,lawnol,False,False,True,instances,False,True
Ikran is not great joy.,ikran,great joy,lawnol,True,True,True,instances,False,True
Lawr is melody.,lawr,melody,melody,True,False,True,instances,False,True
Lawr is not melody.,lawr,melody,melody,False,True,True,instances,False,True
Horrigust is melody.,horrigust,melody,lawr,False,False,True,instances,False,True
Horrigust is not melody.,horrigust,melody,lawr,True,True,True,instances,False,True
Leiokoaktan is respected male elder.,leiokoaktan,respected male elder,respected male elder,True,False,True,instances,False,True
Leiokoaktan is not respected male elder.,leiokoaktan,respected male elder,respected male elder,False,True,True,instances,False,True
Haway is respected male elder.,haway,respected male elder,leiokoaktan,False,False,True,instances,False,True
Haway is not respected male elder.,haway,respected male elder,leiokoaktan,True,True,True,instances,False,True
Leiokoakte is respected female elder.,leiokoakte,respected female elder,respected female elder,True,False,True,instances,False,True
Leiokoakte is not respected female elder.,leiokoakte,respected female elder,respected female elder,False,True,True,instances,False,True
Utumauti is respected female elder.,utumauti,respected female elder,leiokoakte,False,False,True,instances,False,True
Utumauti is not respected female elder.,utumauti,respected female elder,leiokoakte,True,True,True,instances,False,True
Leiokoaktu is respected elder.,leiokoaktu,respected elder,respected elder,True,False,True,instances,False,True
Leiokoaktu is not respected elder.,leiokoaktu,respected elder,respected elder,False,True,True,instances,False,True
Katir is respected elder.,katir,respected elder,leiokoaktu,False,False,True,instances,False,True
Katir is not respected elder.,katir,respected elder,leiokoaktu,True,True,True,instances,False,True
Lertu is colleague.,lertu,colleague,colleague,True,False,True,instances,False,True
Lertu is not colleague.,lertu,colleague,colleague,False,True,True,instances,False,True
Pizayu is colleague.,pizayu,colleague,lertu,False,False,True,instances,False,True
Pizayu is not colleague.,pizayu,colleague,lertu,True,True,True,instances,False,True
Lewng is shame.,lewng,shame,shame,True,False,True,instances,False,True
Lewng is not shame.,lewng,shame,shame,False,True,True,instances,False,True
Pamrelsiyu is shame.,pamrelsiyu,shame,lewng,False,False,True,instances,False,True
Pamrelsiyu is not shame.,pamrelsiyu,shame,lewng,True,True,True,instances,False,True
Limang is celebratory gathering.,limang,celebratory gathering,celebratory gathering,True,False,True,instances,False,True
Limang is not celebratory gathering.,limang,celebratory gathering,celebratory gathering,False,True,True,instances,False,True
Kilvan is celebratory gathering.,kilvan,celebratory gathering,limang,False,False,True,instances,False,True
Kilvan is not celebratory gathering.,kilvan,celebratory gathering,limang,True,True,True,instances,False,True
Liswa is nourishment.,liswa,nourishment,nourishment,True,False,True,instances,False,True
Liswa is not nourishment.,liswa,nourishment,nourishment,False,True,True,instances,False,True
Icky-poo is nourishment.,icky-poo,nourishment,liswa,False,False,True,instances,False,True
Icky-poo is not nourishment.,icky-poo,nourishment,liswa,True,True,True,instances,False,True
Lìlì is breast.,lìlì,breast,breast,True,False,True,instances,False,True
Lìlì is not breast.,lìlì,breast,breast,False,True,True,instances,False,True
Zekwä is breast.,zekwä,breast,lìlì,False,False,True,instances,False,True
Zekwä is not breast.,zekwä,breast,lìlì,True,True,True,instances,False,True
Loi is egg.,loi,egg,egg,True,False,True,instances,False,True
Loi is not egg.,loi,egg,egg,False,True,True,instances,False,True
Ramunong is egg.,ramunong,egg,loi,False,False,True,instances,False,True
Ramunong is not egg.,ramunong,egg,loi,True,True,True,instances,False,True
Lomtu is missed person in special circumstances.,lomtu,missed person in special circumstances,missed person in special circumstances,True,False,True,instances,False,True
Lomtu is not missed person in special circumstances.,lomtu,missed person in special circumstances,missed person in special circumstances,False,True,True,instances,False,True
Weptseng is missed person in special circumstances.,weptseng,missed person in special circumstances,lomtu,False,False,True,instances,False,True
Weptseng is not missed person in special circumstances.,weptseng,missed person in special circumstances,lomtu,True,True,True,instances,False,True
Loreyu is beautiful spiral plant.,loreyu,beautiful spiral plant,beautiful spiral plant,True,False,True,instances,False,True
Loreyu is not beautiful spiral plant.,loreyu,beautiful spiral plant,beautiful spiral plant,False,True,True,instances,False,True
Muckleberry is beautiful spiral plant.,muckleberry,beautiful spiral plant,loreyu,False,False,True,instances,False,True
Muckleberry is not beautiful spiral plant.,muckleberry,beautiful spiral plant,loreyu,True,True,True,instances,False,True
Masat is armor breastplate.,masat,armor breastplate,armor breastplate,True,False,True,instances,False,True
Masat is not armor breastplate.,masat,armor breastplate,armor breastplate,False,True,True,instances,False,True
Kinamtil is armor breastplate.,kinamtil,armor breastplate,masat,False,False,True,instances,False,True
Kinamtil is not armor breastplate.,kinamtil,armor breastplate,masat,True,True,True,instances,False,True
Mauti is fruit.,mauti,fruit,fruit,True,False,True,instances,False,True
Mauti is not fruit.,mauti,fruit,fruit,False,True,True,instances,False,True
Naritxim is fruit.,naritxim,fruit,mauti,False,False,True,instances,False,True
Naritxim is not fruit.,naritxim,fruit,mauti,True,True,True,instances,False,True
Maweypeyyu is someone who is patient.,maweypeyyu,someone who is patient,someone who is patient,True,False,True,instances,False,True
Maweypeyyu is not someone who is patient.,maweypeyyu,someone who is patient,someone who is patient,False,True,True,instances,False,True
Mokri is someone who is patient.,mokri,someone who is patient,maweypeyyu,False,False,True,instances,False,True
Mokri is not someone who is patient.,mokri,someone who is patient,maweypeyyu,True,True,True,instances,False,True
Meitayo is wetlands.,meitayo,wetlands,wetlands,True,False,True,instances,False,True
Meitayo is not wetlands.,meitayo,wetlands,wetlands,False,True,True,instances,False,True
Icky-poo is wetlands.,icky-poo,wetlands,meitayo,False,False,True,instances,False,True
Icky-poo is not wetlands.,icky-poo,wetlands,meitayo,True,True,True,instances,False,True
Mekre is supplies.,mekre,supplies,supplies,True,False,True,instances,False,True
Mekre is not supplies.,mekre,supplies,supplies,False,True,True,instances,False,True
Keyrel is supplies.,keyrel,supplies,mekre,False,False,True,instances,False,True
Keyrel is not supplies.,keyrel,supplies,mekre,True,True,True,instances,False,True
Meoauniaea is living at one with nature.,meoauniaea,living at one with nature,living at one with nature,True,False,True,instances,False,True
Meoauniaea is not living at one with nature.,meoauniaea,living at one with nature,living at one with nature,False,True,True,instances,False,True
